userMediaCount,userFollowerCount,userFollowingCount,userHasHighlighReels,userHasExternalUrl,userTagsCount,userBiographyLength,usernameLength,usernameDigitCount,automatedBehaviour,combined_posts
928,4510,842,1,1,238,138,13,0,1,-3496781179451346899
37,4546,3209,0,1,60,10,17,0,1,95212069441274740
775,4426,1692,1,1,51,97,13,0,1,6616702387850187584
48,7603,2179,1,0,73,92,9,0,1,4564081128704095976
46,38034,770,1,1,1,141,11,0,1,-5830502075404268835
10,220,1058,0,1,0,142,14,0,1,-77651501495047156
342,24458,3212,0,1,9,125,21,0,1,8348650329895474399
1000,7953,3656,1,0,174,149,14,4,1,-8585679834728491621
545,17897,7132,1,1,143,27,22,0,1,-1420443259837759568
559,5535,4220,1,0,24,43,10,0,1,3563465647352152834
26,857,2271,0,0,4,132,17,0,1,-1744691784693029942
4,122,225,1,1,1,149,15,0,1,5201261238491143486
36,1676,4720,1,1,0,72,11,0,1,-960468515665636617
150,3712,3541,0,0,13,22,8,0,1,5745357575885918383
322,4543,3525,0,1,492,136,10,4,1,332693022632174447
168,12733,1857,1,1,75,76,9,0,1,-7689531325154174803
560,15612,2428,1,1,665,142,14,0,1,-4912318348682545418
340,676,1238,1,1,117,91,10,0,1,-6543885701181656683
1000,6529,3310,1,1,370,94,12,0,1,172500162322586090
280,5285,6927,1,1,66,114,15,0,1,3087315338454739962
194,5766,7441,0,1,14,98,16,0,1,-8027900047982786648
333,7187,2890,0,0,64,114,16,0,1,4879621590059480532
142,2968,862,0,1,103,32,11,0,1,-3612952818306432943
477,6552,1094,0,1,69,137,8,0,1,4965846963030603902
540,3552,1156,1,1,42,145,7,0,1,-5347250076381940604
529,1795,1293,0,0,0,137,10,2,1,-7481470898991056271
9,7301,3818,1,1,13,77,10,0,1,-2065297308900169767
101,26744,1111,1,1,272,86,13,0,1,-4925065972566893926
1000,14068,1988,1,1,114,143,15,0,1,-8100932968571376304
1000,9867,5408,1,1,296,150,9,0,1,1655897578221281320
63,736,1065,1,1,78,141,16,0,1,3305264816728069187
868,9406,4630,1,1,551,149,10,0,1,7924876366109650334
12,122,963,0,0,0,108,15,0,1,-5266012132369059180
269,22607,3780,0,0,88,146,11,0,1,-6101093021255560600
44,3098,6059,1,0,0,125,12,2,1,6546747707712628684
1000,26816,2952,1,0,16,0,15,0,1,-7958651765581697579
468,7437,3297,1,1,157,150,8,0,1,-7061911698110100007
108,3326,1332,1,0,0,143,9,0,1,-8537988199586015646
5,500,4303,0,0,1,0,12,0,1,-4324444146428447228
65,1619,7200,0,0,4,144,13,0,1,5128343238822363341
50,5116,5963,1,0,41,108,16,1,1,4264822291533900730
30,667,4950,0,0,1,0,8,0,1,-6235418746146912625
68,11204,5258,1,0,11,87,14,0,1,6732551161741915899
6,817,1828,0,1,0,74,15,0,1,-984406807557443350
452,10282,3626,1,1,108,133,16,0,1,-5135087670060864993
13,431,1666,0,1,1,123,18,0,1,-3896519760990927551
186,14785,6250,0,1,95,39,11,0,1,109799639926057840
11,1085,667,1,0,4,2,9,0,1,3955639239589068881
8,434,809,0,0,0,149,28,0,1,8304987804938275233
379,7490,4852,0,1,3716,143,22,0,1,-7432723261317418930
0,41,9,0,0,0,3,8,2,1,5740354900026072187
423,9213,7242,1,1,231,123,9,0,1,5585461505918220615
54,3244,3975,0,1,63,0,16,0,1,-8679472725426708040
74,562,788,0,1,1,113,15,0,1,-4333416348270758620
790,8321,7495,1,1,418,146,13,0,1,-3608556091961809268
110,987,3438,1,0,6,141,8,0,1,1860219068511753606
119,1306,5072,1,0,2,72,14,0,1,1348704793292890274
451,10009,2624,1,1,108,114,16,0,1,7305205363797812700
55,3278,2714,0,0,99,0,9,3,1,-4487611771257194118
11,674,7487,0,1,0,0,9,2,1,3805130506260620896
186,1174,586,0,1,7,148,7,4,1,-8273280611598333759
732,19814,2545,1,1,289,112,12,0,1,7935113961411171
191,3170,3402,0,0,1,43,17,0,1,1157477017995375094
105,987,632,0,1,3,14,13,0,1,2512048773170247054
915,11010,6559,1,1,79,118,15,0,1,4523767685506095152
58,1287,2716,1,1,1,134,23,0,1,4560068338707572305
539,10128,5201,1,1,572,113,8,0,1,6217269981247314291
100,9932,14,0,1,3,91,9,0,1,-3891412131702452562
433,1572,2064,1,0,5,14,14,0,1,-1414348867587227693
222,5404,4874,1,0,6,145,22,0,1,-7550303796136878185
305,2157,2969,0,1,10,39,15,0,1,-8694056386068406346
1000,1342,1177,1,1,206,94,11,0,1,-4734388891937431472
93,956,1126,1,1,7,142,19,0,1,6663109027041593580
40,1058,469,1,0,50,26,15,0,1,-8869538411977048058
151,2112,963,1,0,174,17,9,1,1,4989697260005289116
10,1010,459,0,1,1,0,8,3,1,4743140823805196256
4,872,1914,1,0,0,12,13,4,1,3200468677606740669
12,1369,498,1,1,7,30,10,0,1,356493517193300762
534,29355,5224,0,1,1003,90,12,0,1,-8853731677290086192
303,886,1105,1,0,15,92,10,2,1,-3956742187194868053
23,1578,938,1,1,33,81,14,0,1,7930963481835541480
22,979,623,0,1,4,130,10,0,1,-6137595631225010756
38,2649,5571,0,1,3,132,15,0,1,1278164069836380069
8,162,719,0,0,0,135,18,1,1,8730810679764729457
12,3518,6465,1,0,6,64,10,0,1,4147371894773817342
2,174,556,0,0,1,0,16,2,1,3505759679402448878
27,1172,580,1,1,26,143,9,0,1,-1448110927602756238
16,85,496,1,0,0,122,11,2,1,-6310031379620031561
15,2183,1810,0,0,38,14,9,0,1,-1046336675848768257
4,304,799,0,0,0,61,12,0,1,-5172088084723140531
163,1067,2515,1,0,6,71,14,0,1,8162393784667220578
820,944,1171,1,0,47,65,11,0,1,-4840108445978130624
44,913,2051,0,0,4,40,9,0,1,-2003770298313081294
1000,4584,2357,1,1,436,76,8,0,1,3755508139436675813
133,5711,626,1,1,80,106,10,0,1,1177587161061374302
49,1380,1282,0,0,278,149,10,0,1,-3062625630417204587
532,934,1121,1,0,31,6,9,0,1,-8715205523765964709
111,5974,1085,1,1,16,20,11,0,1,4366482345053071463
0,617,1739,0,1,2,78,18,0,1,5740354900026072187
84,558,1688,1,1,1,147,18,2,1,72954130829015029
212,2423,1374,1,0,53,144,11,2,1,8425026316964165161
27,2130,948,1,1,152,20,8,0,1,-3894012052465409437
16,2510,7491,0,0,1,84,9,0,1,5940415088954049148
295,3772,1083,1,1,330,128,15,0,1,4951646662042676456
258,3849,3258,1,1,27,131,21,0,1,-2631081352374957858
11,1322,561,1,0,32,9,7,0,1,2967921460096545987
15,3280,5991,1,0,24,54,14,0,1,1925862921791839267
15,4598,2434,1,0,116,81,11,0,1,7458311762058495516
39,196,553,0,0,0,149,11,0,1,2394690005564303471
261,1566,1100,1,0,144,129,12,0,1,-4742454035435690838
37,1413,1859,1,1,36,128,11,0,1,6823447099726654738
19,1125,1978,1,0,28,75,12,0,1,3025559586807661191
6,4096,3345,0,0,4,4,9,0,1,6644380473462260222
37,392,560,0,0,2,0,7,0,1,902918517533933501
12,9118,2140,1,1,77,136,9,0,1,9026185923481294002
30,661,844,1,0,26,51,13,0,1,8559074871314420179
11,1054,2272,0,0,5,18,7,0,1,-6891391843853593827
31,171,321,0,0,0,150,11,0,1,-8827767159449882569
61,493,634,1,1,7,88,8,0,1,6518083805566739866
107,3184,4438,0,0,20,52,5,1,1,8832522832715963864
36,1406,1582,1,0,30,31,9,0,1,5136930643649161065
1000,21455,6800,1,1,37,144,17,0,1,-5469700204903898142
10,1425,398,1,1,3,143,12,0,1,3814672803518674099
1,1771,2381,0,0,71,25,6,2,1,-1590375575354128931
501,11593,5270,0,0,50,138,18,0,1,7145166850365054457
84,14787,7500,1,0,47,124,12,0,1,-86163433266326860
190,1235,219,0,1,10,148,7,4,1,3842076103946718772
202,2387,711,0,0,29,150,13,2,1,-5299968515755997355
12,555,1576,1,0,0,150,10,0,1,-4033253014668031212
51,40002,2528,1,0,231,102,9,0,1,-3554364881685937404
102,4107,690,1,1,16,148,12,1,1,-4200200225327689807
70,14694,1839,1,1,50,50,13,0,1,5321509990978439625
140,353,453,1,1,45,61,11,0,1,-7300578543762297086
239,1736,3623,1,0,3,139,16,0,1,-4184600289288334107
419,6488,1127,1,0,104,130,16,0,1,-2202306269659333217
148,6204,6838,1,1,6,143,22,0,1,-3125960499364020982
87,9569,1344,1,1,16,145,13,0,1,5031777027604772295
41,4015,4868,0,0,20,44,18,3,1,6367135583883799297
51,2918,2073,0,0,14,123,18,0,1,-6185069841127113529
77,1463,2802,1,1,44,150,13,0,1,6743359364629891950
4,6634,6110,0,0,9,73,13,3,1,-91035143300045175
1,7658,2372,1,0,0,15,8,0,1,2137257454858529048
216,5605,750,1,0,117,54,8,0,1,-6043351808840676642
300,222300,3642,1,1,362,99,10,0,1,-8228745917199851693
244,10739,5741,1,1,580,145,14,0,1,-4597160361794040883
27,876,563,0,1,7,139,25,0,1,-1243751545773973539
37,33000,4184,1,1,24,102,9,0,1,-4203037893779968237
36,105237,1258,1,1,50,108,16,0,1,7695871983137577872
114,546,906,1,0,20,146,10,1,1,8250297492402768170
672,98316,852,1,1,6090,118,22,0,1,435520276652567319
125,3646,3181,1,0,8,119,11,0,1,5259160406438035417
18,1903,5966,1,1,7,148,9,0,1,-8590441241103406816
260,9308,4629,1,1,47,127,17,0,1,2804906095143303228
648,668,656,0,0,26,40,11,0,1,3256399049557975580
33,532,345,1,0,1,135,8,0,1,-5944901205780119808
941,2098,1056,1,1,13,146,14,0,1,-8583738100084382738
26,5277,404,1,1,194,64,9,0,1,8249198683388854433
239,1517,1289,0,1,27,135,26,0,1,-2147269091368928522
68,4352,977,0,1,22,86,12,0,1,1180506248038646739
239,4446,5789,1,1,28,135,14,0,1,-262804578657592634
1000,6061,2223,1,0,114,132,18,0,1,-3128890315904407221
81,4347,1761,1,1,89,75,17,0,1,1622870377382745533
65,4825,1918,1,1,94,94,9,0,1,8151136895225760459
103,131,82,1,0,0,148,13,0,1,-6014024739566606037
1000,4364,7502,1,1,399,106,14,0,1,-4925471575299664424
765,32402,1315,1,1,282,146,10,0,1,-270243744874323565
53,3247,555,1,0,51,89,13,0,1,-1851403140660996053
796,5600,3701,1,1,113,150,7,1,1,6729955349388688991
46,2871,2469,0,0,4,144,7,0,1,2590172785298017185
413,1594,2587,1,1,18,119,13,0,1,6704819741451284622
674,9430,4584,1,1,83,138,9,0,1,2551364846776207795
430,37123,3063,1,0,637,143,15,0,1,-807593456238933698
926,9080,2708,1,1,1009,148,10,0,1,4899461357110181345
1000,7145,2734,1,0,162,103,10,2,1,-1375827537547836339
150,5140,2891,0,1,21,127,9,0,1,7586172671929147233
23,845,696,0,1,3,150,18,0,1,4160052503294710939
263,1647,2278,0,1,0,58,20,4,1,9086334189894546918
48,2349,1641,0,1,16,48,11,0,1,6910417039304460856
36,11802,3934,1,1,13,147,5,2,1,-1945430165801553008
325,23822,3035,0,0,4,60,10,0,1,3682698966569365707
2,774,2858,0,0,1,75,17,0,1,-3773209134785345786
63,1109,95,1,0,11,93,12,0,1,2361234899599841308
3,467,1394,0,0,0,0,21,1,1,5289628361598184807
213,20831,3656,1,1,219,144,13,0,1,-6241183484599370752
178,1202,1605,0,1,0,55,7,0,1,-3547355249033841400
158,83,502,1,0,0,108,11,0,1,3379668366027468675
8,404,1700,0,0,0,116,12,0,1,-5682659522618274143
472,9676,2948,1,1,1393,117,20,0,1,-1536860128948165714
112,4454,4047,0,0,9,19,12,0,1,6108278789930732617
215,769,1167,1,1,4,121,14,0,1,4836660877738726814
155,2500,4632,1,1,253,144,16,0,1,-1269265807492493749
666,6621,3807,1,1,184,141,17,0,1,1006090301695551999
93,9694,1824,0,0,0,0,18,1,1,3968930558566408740
364,4312,2407,0,0,0,127,24,0,1,-4444322080122685391
20,10558,547,1,0,0,56,9,1,1,-3493058025179973118
61,2660,185,1,0,68,139,14,0,1,-496637789732579361
16,23571,1282,1,1,3,113,9,0,1,-5828329515935307516
19,2150,3473,1,0,1,146,7,0,1,-6817900933045651844
222,5668,3295,0,0,72,66,14,0,1,3867316726870890645
665,2823,3983,0,1,104,64,11,0,1,-4664383764045306754
178,19830,7263,1,0,21,61,10,0,1,-2202875821912424543
96,234,28,1,1,0,132,19,0,1,9030766125543707599
17,1281,262,0,0,44,78,17,0,1,-390315652837858088
147,4655,3465,1,1,25,150,13,1,1,-926252878425296754
26,473,4900,0,1,0,36,28,0,1,-4467333719538667988
19,1796,688,0,0,0,41,11,3,1,-6460355240860477811
22,3750,959,0,1,0,56,19,0,1,5654176260661294770
443,4358,6211,0,1,9,150,9,4,1,7366002114448701438
1000,15773,7500,0,1,83,145,8,0,1,3795649900664987868
511,3676,2222,1,1,35,148,18,0,1,-3453659300532416529
126,2517,6741,1,0,1,140,10,0,1,4283125659988723742
1000,26713,2176,1,0,15,0,15,0,1,3896960338087252487
7,6756,4524,1,1,2,141,12,2,1,-75182102335834499
8,745,1156,1,1,0,144,17,0,1,8209550401762853214
378,1488,1676,1,1,0,120,9,0,1,5737683612164871759
60,73529,2661,1,0,55,109,15,0,1,1981491643139560477
9,396,1567,0,0,0,0,11,0,1,5214253115046423092
475,11600,7159,1,1,224,61,8,0,1,5301086909236005752
1000,25848,5844,1,1,942,144,15,0,1,-7984186891159692979
2,1437,2541,0,0,1,79,14,1,1,4055368430742238268
2,1390,404,0,0,0,119,8,2,1,-5616474162765682260
1,1011,1399,0,0,0,93,14,2,1,-941534791673522067
152,2398,1413,0,0,219,95,17,0,1,381914672021858388
28,13724,4919,0,0,3,0,7,0,1,-7279644111069989206
687,6789,1253,1,0,119,148,12,0,1,3453819067635007245
579,22319,6499,1,0,135,23,8,0,1,8440647694907367307
9,10950,5933,0,0,11,29,9,0,1,-7388693192087065545
28,5433,3187,0,1,8,127,8,0,1,2178663165035875260
36,614,210,0,0,13,64,6,0,1,-7633224406507946246
15,25558,3716,1,1,3,146,7,3,1,-8583082565462412548
458,4003,1364,0,1,0,112,11,0,1,-5112456030292235054
38,1382,5606,1,1,12,122,10,0,1,-9099387457056293630
1000,26019,5039,1,1,12,145,9,0,1,466717584557434932
2,105,51,1,0,0,150,13,0,1,-2071489434756234768
10,83157,4198,1,1,9,106,8,0,1,5810312754678473776
145,3940,1524,1,1,47,125,8,0,1,-5827316148997548597
49,4987,7279,1,0,50,61,18,0,1,-5995311999901638666
1000,5140,1005,0,1,4,103,11,1,1,-4854874540260187171
173,1002,6415,1,1,5,83,11,0,1,748956800504648130
883,10147,2546,1,1,44,85,9,0,1,5000911147864894609
138,895,680,0,1,81,36,8,0,0,6860730655130050338
211,580,397,0,1,18,36,11,0,0,2073248047751962116
300,722,700,1,0,251,0,12,0,0,-3620636699768125695
139,721,561,0,1,7,0,9,0,0,2462895019658214920
35,529,382,1,0,0,66,18,0,0,-7012122853770264255
331,1705,1598,1,0,45,39,11,0,0,8093265544505081497
38,299,156,1,0,1,33,7,0,0,5736044152770059258
769,3203,470,1,0,283,63,5,0,0,2248461395915936914
349,502,744,0,0,15,0,16,3,0,2381504002082478766
85,464,598,1,0,24,81,9,0,0,7782058407220553707
46,1017,784,1,1,35,0,14,0,0,6478356877898824829
815,1511,1238,1,0,179,150,11,0,0,1948609525625337828
52,701,826,0,1,11,87,10,0,0,-771113894283197493
2,298,314,0,0,1,26,14,0,0,8159826812390989797
7,372,434,0,0,2,87,16,0,0,8984296733097980224
0,339,335,0,0,0,0,5,1,0,5740354900026072187
7,355,344,0,0,2,21,13,0,0,9148047518744679313
0,151,172,0,0,0,0,8,0,0,5740354900026072187
9,630,695,1,0,5,8,12,0,0,4752979844764550653
16,555,686,0,0,11,37,12,0,0,-7748144716207369708
2,294,297,0,0,13,11,11,0,0,8124909894033116799
39,367,523,0,0,7,76,11,0,0,-9043344661274809836
2,324,354,0,0,14,0,8,0,0,6590157213385265068
20,686,675,1,0,8,20,7,0,0,-5842459601359105386
46,330,556,1,0,26,44,14,2,0,7983352744817233410
25,350,400,1,0,12,4,12,0,0,-930554941487644197
186,993,836,0,1,92,89,10,0,0,-2138182430455294998
15,201,198,0,0,31,10,9,0,0,8813206776803678740
52,820,817,0,0,20,66,15,1,0,-4258273344983758225
10,287,228,0,0,13,59,16,0,0,-5324582236812674534
25,500,631,0,0,50,0,11,0,0,6537511143628647383
29,779,624,1,0,38,2,13,0,0,-3327429798115522696
77,546,521,0,0,69,34,14,0,0,7398064572079953808
36,507,529,0,0,36,57,12,0,0,3567684218778146191
21,512,546,1,0,29,83,7,0,0,9024612758384348674
54,419,413,0,0,14,32,9,0,0,3249572814420034268
76,514,405,0,0,11,73,13,0,0,-7869512971798589665
13,172,261,1,0,7,80,8,0,0,6543059853303344407
11,242,241,0,0,34,4,11,0,0,2712316549998146758
34,249,251,0,0,13,13,11,0,0,373321237079179254
84,553,728,1,0,25,0,9,0,0,8080546410939347580
3,258,391,0,0,40,0,7,0,0,6396500247998474394
25,344,472,0,0,26,0,10,0,0,-6472596783899444965
113,519,484,0,0,107,45,9,0,0,-6969831469576656664
123,622,546,0,0,67,16,13,0,0,-3810638280483670505
194,957,761,1,0,113,111,20,0,0,4846770402273328072
36,336,538,0,0,21,0,15,0,0,271231662667771791
43,390,384,0,0,17,22,9,0,0,5564583541087961253
68,245,287,0,0,28,35,14,0,0,-929113707763375262
1,325,396,0,0,6,0,12,0,0,-3355144391342632206
82,817,628,0,0,20,6,7,0,0,-5100111693611636345
12,297,319,0,0,45,22,7,0,0,621988358230693191
57,523,419,0,0,21,13,12,0,0,-6344344792474409334
8,335,353,0,0,32,28,9,0,0,-78927543441823427
153,498,1192,0,0,39,13,13,0,0,-2179145113439494534
5,240,279,1,0,2,4,9,0,0,7866286512224206104
14,288,322,1,0,21,21,9,0,0,7470480334804841248
16,210,264,0,0,39,6,11,0,0,-1884509812801224207
12,267,238,0,0,4,14,11,0,0,8801154457635014334
21,248,216,0,0,31,15,10,0,0,-1131953469941247775
69,616,604,1,0,19,8,12,0,0,3890532728716304450
28,430,439,1,0,6,10,14,0,0,3725072159701323551
23,273,217,1,0,2,40,7,0,0,-675733481615447430
19,240,314,0,1,2,40,16,0,0,352596030480339773
26,201,372,0,0,10,27,14,0,0,-8184575055880616551
491,763,941,0,0,63,53,9,0,0,-8426811781280262425
8,333,330,0,0,58,0,11,0,0,-5917593621178607273
1,362,423,0,0,10,0,15,0,0,-4352006295203659447
9,199,316,0,0,19,0,10,0,0,8696246577701499471
46,408,393,0,1,61,44,14,0,0,-4214158076493586501
135,174,100,0,0,0,19,8,0,0,-6675784225712723700
60,956,717,1,1,28,25,16,1,0,6789285437495303292
7,196,191,0,0,20,0,11,0,0,8999260421169337559
0,74,89,0,0,11,0,10,0,0,5740354900026072187
75,421,465,1,0,44,24,15,0,0,4204569809701707768
88,261,314,0,0,1,12,10,0,0,-7221556672623132758
16,469,473,0,0,41,8,12,0,0,2178590262468904136
67,390,432,0,0,57,7,12,0,0,-1734357337991879293
236,585,649,1,0,39,41,15,4,0,7530975124463834094
19,337,379,0,0,29,26,8,0,0,5624012281469620132
7,159,168,0,0,9,33,10,2,0,1858989423581660965
56,308,404,0,0,18,69,6,0,0,-6760831759283434129
126,493,385,0,0,29,74,15,0,0,7497838274406100346
26,375,388,0,0,25,10,10,0,0,-8164128293415217651
52,327,328,1,0,9,50,6,2,0,-2518644873759233691
7,592,521,0,0,2,26,11,0,0,-5440311631358778379
113,414,619,1,0,46,7,12,0,0,-6455221595082240748
34,595,871,0,0,29,8,9,0,0,111798456209539244
13,295,263,0,0,6,0,15,0,0,-6392130902927118800
44,280,396,1,0,39,0,10,0,0,4399601717455625233
23,287,273,1,0,0,96,13,0,0,-8398179054055107922
0,79,88,0,0,5,0,7,0,0,5740354900026072187
3,166,188,0,0,2,14,12,0,0,2518458489561357070
1,142,139,0,0,2,0,14,2,0,-4776012413281526607
17,261,529,1,0,5,43,8,0,0,6384898457877273276
40,741,395,0,0,0,0,9,0,0,1219309458439166263
3,148,285,0,0,2,25,15,0,0,1163196368021536802
40,289,1363,0,0,4,0,10,4,0,-7221266993553746083
0,221,223,1,0,0,0,6,0,0,5740354900026072187
3,134,152,1,0,2,12,11,0,0,-5823633786757405696
37,579,554,1,0,8,20,12,0,0,-3163345788853952182
2,441,549,0,0,7,0,17,4,0,-7517431926544623692
60,353,446,1,0,29,3,8,0,0,8719287011637727355
7,466,458,1,0,3,25,10,4,0,-4133768208828430855
0,222,248,0,0,1,0,10,0,0,5740354900026072187
120,392,185,0,0,0,0,11,0,0,-8201349357653165130
8,318,331,0,0,2,32,6,0,0,-7479236534531288253
1,247,243,0,0,0,29,10,0,0,4176399507727472058
11,235,436,0,0,2,0,11,2,0,4487261705611794382
0,107,112,0,0,2,0,18,0,0,5740354900026072187
137,430,478,0,0,80,4,11,0,0,5594702400877733878
0,49,125,0,0,0,0,11,0,0,5740354900026072187
1,150,186,0,0,2,84,11,0,0,-5041687132501488550
33,266,354,0,1,4,45,19,0,0,8758650833882841367
47,204,446,0,0,1,0,11,0,0,7518279622697754346
16,65,70,0,0,8,0,15,0,0,4060487297578473046
40,310,325,0,0,45,0,11,0,0,-4815753057575137714
32,326,448,1,0,30,34,12,0,0,-3212090498330123577
22,300,301,1,0,24,32,11,0,0,5786454665069375226
17,202,216,0,0,3,42,6,0,0,-3032960870420785635
18,669,612,1,0,2,37,11,0,0,2006533833595525386
22,230,276,0,0,0,75,11,0,0,1953067805514283813
12,203,215,0,0,1,0,13,0,0,4819439341821219124
7,245,280,0,0,5,0,9,0,0,6423530138108273762
6,110,136,0,0,4,19,10,4,0,6732487081587084009
50,526,678,0,0,83,8,9,0,0,-7879155117080910943
34,469,546,0,0,115,0,9,0,0,6118392513533825766
13,1186,300,1,0,8,10,10,0,0,2341056269854413212
57,386,732,1,0,28,27,15,0,0,6923415918777278304
0,170,195,0,0,1,0,7,0,0,5740354900026072187
42,401,350,0,0,1,14,11,0,0,7258600665699920485
7,327,326,0,0,14,0,9,0,0,-7343084949242988440
7,504,562,0,0,1,29,11,0,0,-121196840427842651
7,181,188,0,0,10,0,11,0,0,3205664451687155810
134,307,298,0,0,84,46,11,0,0,-8866603592117521690
252,17734,5928,1,1,54,126,10,0,0,6634439356988425544
63,556,713,0,0,90,0,9,0,0,-2516632968031512747
134,278,323,1,0,12,0,8,0,0,-684085195177381096
72,363,445,0,0,20,42,11,0,0,2576462924596810775
53,385,437,0,0,60,0,7,0,0,5768614209538671487
403,209,305,0,0,35,9,10,0,0,4491901888280873848
412,1064,1081,0,0,230,53,12,0,0,8109371958820254515
35,250,359,1,0,20,6,8,0,0,-312419240127995188
112,675,733,0,0,118,11,7,0,0,-2313648157611189491
21,458,455,1,0,21,41,12,0,0,-2058555730532374075
133,471,500,0,0,44,25,10,0,0,-4938148813504237738
182,718,738,1,0,28,35,13,0,0,9049405777300085685
32,134,310,0,0,6,0,6,0,0,5071334612705671717
23,356,458,1,0,13,1,7,0,0,-8431807449275475485
127,319,307,1,0,13,18,9,0,0,-5603118158240663196
89,549,601,0,0,45,34,9,0,0,816865163197041225
58,600,600,0,0,0,58,13,0,0,5098831033252629830
215,601,630,0,0,27,0,9,0,0,-3052476624306679148
129,1320,1297,1,0,71,138,14,0,0,545746192283253241
32,221,237,0,0,26,42,13,1,0,4061077753555537204
32,352,371,0,0,10,116,9,0,0,-6277707503965743908
28,133,233,0,0,31,98,15,0,0,9060288009394890892
24,343,372,0,0,5,0,10,0,0,-2365597957197007194
83,369,403,1,0,16,0,9,0,0,-2157462258276845770
36,467,413,1,0,22,35,16,0,0,-8240428158664124513
250,460,673,1,0,164,0,7,0,0,2485862159600814582
26,205,308,0,0,1,0,10,0,0,-8128926569150884700
23,331,408,0,0,63,30,12,0,0,9048561451804426636
61,376,639,0,0,12,19,7,0,0,-6168651467648927696
30,475,496,1,1,41,0,7,0,0,6231705413361776554
13,269,246,0,0,8,22,12,0,0,5617503298648430304
4,497,518,0,0,28,0,11,0,0,-3347149815116443037
7,417,544,0,0,6,34,8,0,0,6824362000364982809
110,336,335,1,0,32,41,7,0,0,5149505179015605498
4,243,257,0,0,30,22,9,0,0,-1432781174638271612
22,255,252,1,0,11,0,8,0,0,-5427408718733383044
47,314,430,0,0,49,33,9,0,0,1895901708004051061
24,363,389,0,0,8,20,7,0,0,-2324689563748534607
59,618,515,1,0,11,19,9,0,0,-6807927193912741356
34,322,368,0,0,52,21,15,0,0,-5585212856092396812
61,651,615,0,0,22,35,9,0,0,2475125678964712386
56,528,582,0,0,9,33,13,0,0,-7208199462106875209
4,341,352,0,0,0,0,10,0,0,8983342140266643707
178,546,618,1,0,29,139,11,0,0,996968497761235473
68,337,338,0,0,12,43,8,0,0,7275006423583740900
46,108,73,0,0,4,25,13,0,0,4680278550549803795
15,268,438,1,0,34,2,10,0,0,-8758027582824476052
171,511,546,0,0,36,88,7,0,0,-1396130823178896838
121,633,645,0,0,50,17,9,0,0,7757099262819858417
314,523,538,1,1,58,0,12,0,0,4344940360910122188
39,235,443,0,0,5,0,14,0,0,-2338313482651326989
18,534,475,1,0,5,22,15,0,0,6708989997486896027
25,186,272,0,0,12,18,11,0,0,-1009037215318909489
23,219,398,0,0,1,0,11,0,0,7661894408968351639
29,417,1035,0,0,15,22,10,0,0,-4807735889545515081
37,1208,550,1,0,0,149,13,0,0,7323884505815376108
47,314,383,0,0,31,82,10,0,0,-6979451444525836565
32,316,602,1,1,1,6,12,0,0,6375561889596159187
16,230,272,0,0,9,22,10,0,0,-8425859389992490496
61,331,389,0,0,51,0,12,0,0,5739410088011906324
44,357,489,0,0,54,0,11,0,0,-2575718788387565001
82,442,599,0,0,10,6,10,0,0,5357743079553093395
14,194,105,1,0,0,41,7,0,0,3333266186759335549
17,179,169,0,0,4,0,9,0,0,8309497666326484664
2,89,85,0,0,7,0,14,2,0,6062288945147043356
0,288,304,0,0,0,18,12,0,0,5740354900026072187
559,559,1007,1,0,52,7,7,0,0,-8218721623112220289
48,370,454,0,0,29,32,7,0,0,3409121838392820569
87,226,89,1,0,15,108,18,0,0,4782426251530810075
86,88,181,1,0,0,0,17,0,0,-4282840591810512066
22,396,343,0,0,44,6,10,0,0,-8624031649048366044
17,244,228,1,0,6,33,11,0,0,-2206324929154845382
17,223,300,1,0,24,14,13,0,0,917659684734005483
114,625,106,0,1,39,35,9,0,0,1595249240806986007
99,298,400,0,0,19,0,14,2,0,-2853150753306506297
138,259,110,1,1,3,0,8,0,0,6434667530432109254
15,462,745,1,0,2,10,10,0,0,-3180114824142460798
265,300,597,1,0,70,13,6,0,0,-365109799258028811
7,286,362,0,0,5,0,9,0,0,2243368432312844848
15,120,140,0,0,1,21,7,0,0,2211631485556338054
72,685,500,1,1,31,137,14,0,0,-2896125285787757752
2,439,578,0,0,81,0,8,0,0,-22249730463575107
40,554,510,1,0,37,16,14,0,0,6671935240269894005
69,419,822,0,0,24,54,13,0,0,-6957510727025351890
1,108,100,0,0,6,0,15,0,0,-5995120181613785506
99,275,367,0,0,22,0,14,0,0,7410275978505515666
46,315,399,1,0,15,57,11,0,0,-6831008456242126356
48,853,554,0,0,32,46,8,0,0,-4532608261083954566
72,159,369,0,0,8,9,13,0,0,8024723950971451437
240,629,648,0,1,83,0,11,0,0,-3037236270961992949
22,287,337,0,0,61,60,14,0,0,3588882228922751711
27,385,1558,0,0,8,90,14,0,0,-3940107651008992568
0,269,267,0,0,11,0,9,4,0,5740354900026072187
11,206,210,0,0,1,42,10,0,0,4675789866658660715
78,224,187,1,0,17,146,8,2,0,-6731172693245978932
162,453,457,1,0,1,47,10,0,0,6838600257294673172
64,339,347,0,0,17,7,13,0,0,5813627705764820915
11,209,556,0,0,23,0,8,0,0,-3539255441904693936
30,908,5155,0,0,14,22,9,0,0,-3351855755201760123
33,189,218,0,1,46,14,15,0,0,-7946270096485635694
